N_Pergunta,Pergunta,Recurso,Linha,rank,cosine_similarity,euclidean_distances
Q999,who does chris humphries play for,Super_Bowl_XXIX,"The Chargers, on the other hand, were regarded as a Cinderella team, and advanced to their first Super Bowl after posting an 11–5 regular-season record and overcoming halftime deficits in both of their playoff wins",61,0.568067729473114,10.365621566772461
Q999,who does chris humphries play for,Super_Bowl_XXIX,"Still, the 49ers controlled most of the game, with Young completing touchdown passes in each of the 49ers' first two drives",64,0.5621071457862854,10.390515327453613
Q999,who does chris humphries play for,Nick_Drake,"Drake suffered from depression, particularly during the latter part of his life, a fact often reflected in his lyrics",93,0.568575918674469,10.40086841583252
Q999,who does chris humphries play for,Tom_Waits,"He repeatedly toured the United States, Europe, and Japan, and attracted greater critical recognition and commercial success with Small Change (1976), Blue Valentine (1978), and Heartattack and Vine (1980)",41,0.5863957405090332,10.41143798828125
Q999,who does chris humphries play for,Tom_Waits,"His first albums were the jazz-oriented Closing Time (1973) and The Heart of Saturday Night (1974), which reflected his lyrical interest in nightlife, poverty, and criminality",40,0.6283926367759705,10.412117004394531
Q999,who does chris humphries play for,Kim_Kardashian,"As an actress, Kardashian has appeared in films such as Disaster Movie (2008), Deep in the Valley (2009) and Temptation: Confessions of a Marriage Counselor (2013)",27,0.5726009607315063,10.432958602905273
Q999,who does chris humphries play for,Nick_Drake,"By the early 1990s, he had come to represent a certain type of doomed romantic musician in the UK music press and was frequently cited as an influence by artists including Kate Bush, Paul Weller, Beck and The Black Crowes",100,0.5939839482307434,10.437766075134277
Q999,who does chris humphries play for,Super_Bowl_XXIX,This was the first Super Bowl in which both teams scored in all four quarters,62,0.5861648321151733,10.486021995544434
Q999,who does chris humphries play for,Nick_Drake,"By the mid-1980s, Drake was being credited as an influence by such artists as Robert Smith of The Cure and Peter Buck of R. E",98,0.5585419535636902,10.511770248413086
Q999,who does chris humphries play for,Nick_Drake,"He released his debut album, Five Leaves Left, in 1969.  By 1972, he had recorded two more albums—Bryter Layter and Pink Moon",89,0.6148146390914917,10.519264221191406
Q999,who does chris humphries play for,Kim_Kardashian,"In recent years, Kardashian has focused on her own businesses by founding KKW Beauty and KKW fragrance in 2017.  In 2019 she launched Skims which was previously called Kimono but the name was changed due to immediate backlash",28,0.57773756980896,10.5308256149292
Q999,who does chris humphries play for,Super_Bowl_XXIX,This was the first Super Bowl of the 1990's to not feature the Buffalo Bills,68,0.5721958875656128,10.566340446472168
Q999,who does chris humphries play for,Tom_Waits,"His lyrics often focus on the underbelly of society and are delivered in his trademark deep, gravelly voice",35,0.6347967386245728,10.588919639587402
Q999,who does chris humphries play for,Super_Bowl_XXIX,"Despite the predicted blowout (18½ points is the largest margin a team has been favored by in a Super Bowl), the fact that San Diego did not have as much national appeal nor a relatively large core fan base, and two teams from California playing, which could have significantly diminished interest along the East Coast, the telecast of the game on ABC still had a Nielsen rating of 41. 3",67,0.6021124720573425,10.589217185974121
Q999,who does chris humphries play for,Nick_Drake,"His first biography appeared in 1997, followed in 1998 by the documentary film A Stranger Among Us",101,0.6136007308959961,10.595874786376953
Q999,who does chris humphries play for,Super_Bowl_XXIX,The combined aggregate score of 75 points and the ten total touchdowns both remain Super Bowl records,63,0.5784838795661926,10.625646591186523
Q999,who does chris humphries play for,Kim_Kardashian,"She was reported to be the highest-paid reality television personality of 2015, with her estimated total earnings exceeding US$53 million",33,0.6060383319854736,10.625848770141602
Q999,who does chris humphries play for,Kim_Kardashian,Her relationship with rapper Kanye West has also received significant media coverage; the couple married in 2014 and have four children together,26,0.580559253692627,10.629373550415039
Q999,who does chris humphries play for,Kim_Kardashian,Its success soon led to the creation of spin-offs including Kourtney and Kim Take New York (2011–2012) and Kourtney and Kim Take Miami (2009–2013),23,0.5943723917007446,10.664610862731934
Q999,who does chris humphries play for,Kim_Kardashian,Both critics and admirers have described her as exemplifying the notion of being famous for being famous,32,0.5770404934883118,10.670634269714355
Q999,who does chris humphries play for,Tom_Waits,"This was reflected in a series of albums released by Island Records, including Swordfishtrombones (1983), Rain Dogs (1985), and Franks Wild Years (1987)",45,0.6175217032432556,10.674296379089355
Q999,who does chris humphries play for,Super_Bowl_XXIX,"This game is regarded as 49ers quarterback Steve Young's final leap out of the shadow of his predecessor, Joe Montana, who had won four Super Bowls with the 49ers (in 1981, 1984, 1988, and 1989), two with Young as the backup quarterback",59,0.6321622729301453,10.674453735351562
Q999,who does chris humphries play for,Nick_Drake,Drake signed to Island Records when he was 20 years old and a student at the University of Cambridge,88,0.6043685078620911,10.677277565002441
Q999,who does chris humphries play for,Super_Bowl_XXIX,"Young was named the Super Bowl MVP, throwing a Super Bowl-record six touchdown passes, and completing 24 out of 36 passes for 325 yards",66,0.5709255933761597,10.747316360473633
Q999,who does chris humphries play for,Nick_Drake,There is no known footage of the adult Drake; he was only ever captured in still photographs and in home footage from his childhood,92,0.6197941899299622,10.768062591552734
Q999,who does chris humphries play for,Nick_Drake,"Drake's music remained available through the mid-1970s, but the 1979 release of the retrospective album Fruit Tree allowed his back catalogue to be reassessed",97,0.5930542349815369,10.771612167358398
Q999,who does chris humphries play for,PlayStation_4,. The PlayStation 4 (officially abbreviated as PS4) is an eighth-generation home video game console developed by Sony Computer Entertainment,75,0.5851242542266846,10.777039527893066
Q999,who does chris humphries play for,Super_Bowl_XXIX,"The Chargers were able to cut the deficit late in the first quarter, 14–7, on a 13-play, 78-yard drive, but could not slow down San Francisco afterwards",65,0.5867698192596436,10.811456680297852
Q999,who does chris humphries play for,Tom_Waits,Several biographies have also been written about him,54,0.6412491202354431,10.81969928741455
Q999,who does chris humphries play for,Kim_Kardashian,Time magazine included Kardashian on their list of 2015's 100 most influential people,31,0.5618177652359009,10.821442604064941
Q999,who does chris humphries play for,Kim_Kardashian,"Kardashian first gained media attention as a friend and stylist of Paris Hilton but received wider notice after a 2002 sex tape, Kim Kardashian, Superstar, with her then-boyfriend Ray J was released in 2007.  Later that year, she and her family began to appear in the E! reality television series Keeping Up with the Kardashians (2007–present)",22,0.5694248676300049,10.879456520080566
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),"Auditions for the show began in January 2008, with the show airing on BBC One throughout March, April and May 2008.  In the final, on 31 May, Jodie Prenger was announced as the winner of the series",74,0.5432727336883545,10.921706199645996
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),"In January 2008, John Barrowman confirmed he would be taking part in the show",72,0.5432727336883545,10.921706199645996
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),"The show, named after the Oliver! song I'd Do Anything, was hosted by Graham Norton with Andrew Lloyd Webber again overseeing the programme, together with theatrical producer Cameron Mackintosh",71,0.5432727336883545,10.921706199645996
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),"It premièred on 15 March 2008.  The show searched for a new, unknown lead to play Nancy and three young performers who will take it in turns to play Oliver in a West End revival of the British musical Oliver!",70,0.5432727336883545,10.921706199645996
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),. I'd Do Anything is a 2008 talent show-themed television series produced by the BBC in the United Kingdom and broadcast on BBC One,69,0.5432727336883545,10.921706199645996
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),The BBC also confirmed in late February 2008 that Barry Humphries would join Barrowman and Denise Van Outen (who was previously the presenter of the US Broadway reality show Grease: You're the One that I Want!) on the judging panel of the show,73,0.5432727336883545,10.921706199645996
Q999,who does chris humphries play for,Tom_Waits,"Inspired by the work of Bob Dylan and the Beat Generation, he began singing on the San Diego folk music circuit as a teenager",38,0.6076763272285461,11.003376960754395
Q999,who does chris humphries play for,Nick_Drake,He failed to find a wide audience during his lifetime but his work has gradually achieved wider notice and recognition,87,0.6302412152290344,11.013083457946777
Q999,who does chris humphries play for,Kim_Kardashian,Kardashian is also planning to become a lawyer by doing a four-year law apprenticeship that is supervised by the law firm #cut50 at which Van Jones is a partner,30,0.5663570165634155,11.046996116638184
Q999,who does chris humphries play for,Tom_Waits,"Waits was born and raised in a middle-class family in Pomona, California",37,0.5715795159339905,11.058048248291016
Q999,who does chris humphries play for,Tom_Waits,55 on Rolling Stone's 100 Greatest Songwriters of All Time,53,0.573251485824585,11.060145378112793
Q999,who does chris humphries play for,Grace_&_Favour,. Grace & Favour (American title: Are You Being Served? Again!) is a British sitcom and a spin-off of Are You Being Served? that aired on BBC1 for two series from 1992 to 1993 and marked the return of Are You Being Served? creators and writers Jeremy Lloyd and David Croft,55,0.5833688974380493,11.087543487548828
Q999,who does chris humphries play for,Nick_Drake,"On completion of his third album, 1972's Pink Moon, he withdrew from both live performance and recording, retreating to his parents' home in rural Warwickshire",94,0.5884640216827393,11.09111213684082
Q999,who does chris humphries play for,PlayStation_4,"By October 2019, PS4 became the second best-selling home game console of all time, behind PlayStation 2.  On September 7, 2016, Sony unveiled the PlayStation 4 Slim, a smaller version of the console; and a high-end version called the PlayStation 4 Pro, which features an upgraded GPU and a higher CPU clock rate to support enhanced performance and 4K resolution in supported games",85,0.5395432114601135,11.095974922180176
Q999,who does chris humphries play for,Kim_Kardashian,"Kardashian has developed an online and social media presence, including hundreds of millions of followers on Twitter and Instagram",24,0.5557867884635925,11.096766471862793
Q999,who does chris humphries play for,Kim_Kardashian,". Kimberly Noel Kardashian West (née Kardashian; born October 21, 1980) is an American media personality, socialite, model, businesswoman, and actress",21,0.5474653244018555,11.120820045471191
Q999,who does chris humphries play for,PlayStation_4,"Moving away from the more complex Cell microarchitecture of its predecessor, the console features an AMD Accelerated Processing Unit (APU) built upon the x86-64 architecture, which can theoretically peak at 1. 84 teraflops; AMD stated that it was the most powerful APU it had developed to date",78,0.602943480014801,11.151004791259766
Q999,who does chris humphries play for,Super_Bowl_XXIX,. Super Bowl XXIX was an American football game between the American Football Conference (AFC) champion San Diego Chargers and the National Football Conference (NFC) champion San Francisco 49ers to decide the National Football League (NFL) champion for the 1994 season,56,0.5614907145500183,11.155458450317383
Q999,who does chris humphries play for,Tom_Waits,"Despite a lack of mainstream commercial success, Waits has influenced many musicians and gained an international cult following",50,0.5298500061035156,11.1929931640625
Q999,who does chris humphries play for,Super_Bowl_XXIX,"The 49ers defeated the Chargers by the score of 49–26, becoming the first team to win five Super Bowl championships",57,0.5098534822463989,11.627943992614746
Q999,who does chris humphries play for,PlayStation_4,"Critics and third-party studios, before its launch, also praised the capabilities of the PlayStation 4 in comparison to its competitors; developers described the performance difference between the console and Xbox One as significant and obvious",83,0.5403859615325928,11.682197570800781
Q999,who does chris humphries play for,Super_Bowl_XXIX,"The game was played on January 29, 1995 at Joe Robbie Stadium in Miami, Florida (now part of the suburb of Miami Gardens, which became a separate city in 2003)",58,0.5141137838363647,11.704574584960938
Q999,who does chris humphries play for,PlayStation_4,It competes with Microsoft's Xbox One and Nintendo's Wii U and Switch,77,0.5777943134307861,11.708231925964355
Q999,who does chris humphries play for,Nick_Drake,"Neither sold more than 5,000 copies on initial release",90,0.5034076571464539,11.720985412597656
Q999,who does chris humphries play for,PlayStation_4,"The PlayStation 4 was released to critical acclaim, with critics praising Sony for acknowledging its consumers' needs, embracing independent game development, and for not imposing the restrictive digital rights management schemes like those originally announced by Microsoft for the Xbox One",82,0.4723045229911804,11.76400089263916
Q999,who does chris humphries play for,PlayStation_4,"Announced as the successor to the PlayStation 3 in February 2013, it was launched on November 15 in North America, November 29 in Europe, South America and Australia, and on February 22, 2014 in Japan",76,0.5345337390899658,11.92049789428711
Q999,who does chris humphries play for,PlayStation_4,"The console's controller was also redesigned and improved over the PlayStation 3, with improved buttons and analog sticks, and an integrated touchpad among other changes",80,0.5075376033782959,11.9275541305542
Q999,who does chris humphries play for,PlayStation_4,"The PlayStation 4 places an increased emphasis on social interaction and integration with other devices and services, including the ability to play games off-console on PlayStation Vita and other supported devices (Remote Play), the ability to stream gameplay online or to friends, with them controlling gameplay remotely (Share Play)",79,0.5400397181510925,11.946410179138184
Q999,who does chris humphries play for,PlayStation_4,Heightened demand also helped Sony top global console sales,84,0.5641672611236572,11.996317863464355
Q999,who does chris humphries play for,PlayStation_4,The console also supports HDR10 High-dynamic-range video and playback of 4K resolution multimedia,81,0.5393524765968323,12.452797889709473
Q1014,who killed julius caesar,Julius_Caesar_(play),. The Tragedy of Julius Caesar (First Folio title: The Tragedie of Ivlivs Ceasar) is a history play and tragedy by William Shakespeare first performed in 1599,0,0.7534117698669434,7.732285976409912
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,The senators stabbed Caesar 23 times,6,0.765976071357727,7.754348278045654
Q1014,who killed julius caesar,Julius_Caesar,"In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years",24,0.7817077040672302,7.776721477508545
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,". Julius Caesar, the Roman dictator, was assassinated by a group of senators on the Ides of March (15 March) of 44 BC during a meeting of the Senate at the Theatre of Pompey in Rome",5,0.7540693283081055,7.959485054016113
Q1014,who killed julius caesar,Julius_Caesar_(play),"Set in Rome in 44 BC, the play depicts the moral dilemma of Brutus as he joins a conspiracy led by Cassius to murder Julius Caesar to prevent him from becoming dictator of Rome",2,0.741078794002533,8.121317863464355
Q1014,who killed julius caesar,Julius_Caesar,He initiated land reform and support for veterans,32,0.7488452196121216,8.158432006835938
Q1014,who killed julius caesar,Julius_Caesar,"This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence",29,0.7357486486434937,8.16423511505127
Q1014,who killed julius caesar,Augustus,"Along with Mark Antony and Marcus Lepidus, he formed the Second Triumvirate to defeat the assassins of Caesar",85,0.7394258975982666,8.220649719238281
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,"Despite the death of Caesar, the conspirators were unable to restore the institutions of the Republic",9,0.736423134803772,8.224800109863281
Q1014,who killed julius caesar,Augustus,"His maternal great-uncle Julius Caesar was assassinated in 44 BC, and Octavius was named in Caesar's will as his adopted son and heir, taking the name Octavian (Latin: Gaius Julius Caesar Octavianus)",84,0.7472085952758789,8.237733840942383
Q1014,who killed julius caesar,Julius_Caesar,"Caesar's adopted heir Octavian, later known as Augustus, rose to sole power after defeating his opponents in the civil war",37,0.7620052695274353,8.28260326385498
Q1014,who killed julius caesar,Julius_Caesar_(miniseries),. Julius Caesar is a 2003 miniseries about the life of Julius Caesar,11,0.7203221321105957,8.34604549407959
Q1014,who killed julius caesar,Julius_Caesar,Later biographies of Caesar by Suetonius and Plutarch are also important sources,41,0.7635582685470581,8.385245323181152
Q1014,who killed julius caesar,Caesar's_Civil_War,"The Senate, fearful of Caesar, demanded that he relinquish command of his army",59,0.7263413667678833,8.411824226379395
Q1014,who killed julius caesar,Caesar's_Civil_War,He and Cato committed suicide shortly after the battle,67,0.7420444488525391,8.435306549072266
Q1014,who killed julius caesar,Caesar's_Civil_War,"Pompey defeated Caesar in 48 BC at the Battle of Dyrrhachium, but was himself defeated much more decisively at the Battle of Pharsalus",63,0.7461985349655151,8.440630912780762
Q1014,who killed julius caesar,Caesar's_Civil_War,Pompey fled Rome and organized an army in the south of Italy to meet Caesar,61,0.7335988879203796,8.533873558044434
Q1014,who killed julius caesar,Julius_Caesar,He centralized the bureaucracy of the Republic and was eventually proclaimed dictator for life (Latin: dictator perpetuo),33,0.7571475505828857,8.56103229522705
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,"At least 60 senators were party to the conspiracy, led by Marcus Brutus, Gaius Cassius and Decimus Brutus",8,0.7409955263137817,8.578178405761719
Q1014,who killed julius caesar,Julius_Caesar_(play),"Following Caesar's death, Rome is thrust into a period of civil war, and the republic the conspirators sought to preserve is lost forever",3,0.7099196910858154,8.589868545532227
Q1014,who killed julius caesar,Caesar's_Civil_War,Scipio was defeated in 46 BC at the Battle of Thapsus in North Africa,66,0.743693470954895,8.600380897521973
Q1014,who killed julius caesar,Julius_Caesar,"Octavian set about solidifying his power, and the era of the Roman Empire began",38,0.704829216003418,8.622529029846191
Q1014,who killed julius caesar,Caesar's_Civil_War,"The Optimates under Marcus Junius Brutus and Cicero surrendered after the battle, while others, including those under Cato the Younger and Metellus Scipio fought on",64,0.7247319221496582,8.669724464416504
Q1014,who killed julius caesar,Julius_Caesar,Caesar was an accomplished author and historian as well as a statesman; much of his life is known from his own accounts of his military campaigns,39,0.7272202968597412,8.675016403198242
Q1014,who killed julius caesar,Caesar's_Civil_War,Pompey fled to Egypt and was killed upon arrival,65,0.7265150547027588,8.692198753356934
Q1014,who killed julius caesar,Caesar's_Civil_War,The changes to Roman government concomitant to the war mostly eliminated the political traditions of the Roman Republic (509–27 BC) and led to the Roman Empire (27 BC–AD 476),69,0.7232447862625122,8.794549942016602
Q1014,who killed julius caesar,Julius_Caesar_(miniseries),It was directed by Uli Edel and written by Peter Pruce and Craig Warner,12,0.6718547940254211,8.798757553100586
Q1014,who killed julius caesar,Julius_Caesar,"After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar",30,0.7081959247589111,8.80183219909668
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,"The senators claimed to be performing the act over fears that Caesar's unprecedented concentration of power during his dictatorship was undermining the Roman Republic, and presented the deed as an act of tyrannicide",7,0.7104471921920776,8.835678100585938
Q1014,who killed julius caesar,Julii_Caesares,"His son, Sextus Julius Caesar, obtained the consulship in 157 BC; but the most famous descendant of this stirps is Gaius Julius Caesar, a general who conquered Gaul and became the undisputed master of Rome following the Civil War",18,0.7462030053138733,8.887939453125
Q1014,who killed julius caesar,Caesar's_Civil_War,"Caesar refused, and instead marched his army on Rome, which no Roman general was permitted to do",60,0.6956384181976318,8.919156074523926
Q1014,who killed julius caesar,Caesar's_Civil_War,"He and Pompey had, along with Marcus Licinius Crassus, established the First Triumvirate, through which they shared power over Rome",57,0.7266525626182556,8.949274063110352
Q1014,who killed julius caesar,Caesar's_Civil_War,"The following year, Caesar defeated the last of the Optimates under his former lieutenant Labienus in the Battle of Munda and became Dictator perpetuo (Dictator in perpetuity or Dictator for life) of Rome",68,0.6844210028648376,8.958744049072266
Q1014,who killed julius caesar,Julius_Caesar,Caesar is considered by many historians to be one of the greatest military commanders in history,42,0.7223273515701294,8.97694206237793
Q1014,who killed julius caesar,Julius_Caesar,". Gaius Julius Caesar ( SEE-zər, Latin: [ˈɡaːi",20,0.7145540714263916,8.9971342086792
Q1014,who killed julius caesar,Julius_Caesar,"His populist and authoritarian reforms angered the elites, who began to conspire against him",34,0.7131959199905396,9.020879745483398
Q1014,who killed julius caesar,Augustus,"Augustus died in AD 14 at the age of 75, probably from natural causes",97,0.648415744304657,9.055266380310059
Q1014,who killed julius caesar,Julius_Caesar_(miniseries),The miniseries was nominated for 2 Emmys,15,0.6616166234016418,9.129277229309082
Q1014,who killed julius caesar,Caesar's_Civil_War,". Caesar's Civil War (49–45 BC), also known as the Great Roman Civil War, was one of the last politico-military conflicts in the Roman Republic before the establishment of the Roman Empire",54,0.7066900134086609,9.158289909362793
Q1014,who killed julius caesar,Julius_Caesar,Other contemporary sources include the letters and speeches of Cicero and the historical writings of Sallust,40,0.7247599363327026,9.207841873168945
Q1014,who killed julius caesar,Julius_Caesar,"Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army",28,0.707686185836792,9.24451732635498
Q1014,who killed julius caesar,Julius_Caesar,He gave citizenship to many residents of far regions of the Roman Republic,31,0.7281595468521118,9.252467155456543
Q1014,who killed julius caesar,Julius_Caesar,"On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death",35,0.6767354011535645,9.255913734436035
