N_Pergunta,Pergunta,Recurso,Linha,rank,cosine_similarity,euclidean_distances
Q999,who does chris humphries play for,Kaillie_Humphries,"On January 9, 2016, Humphries became the first woman to drive an all-female team against men in a four-person World Cup bobsled race; her teammates were Cynthia Appiah, Genevieve Thibault and Melissa Lotholz",17,0.9473146200180054,8.23914909362793
Q999,who does chris humphries play for,Kaillie_Humphries,"Humphries received the 2014 Lou Marsh Award, given annually to Canada's top athlete",16,0.9446976184844971,8.2689208984375
Q999,who does chris humphries play for,Kaillie_Humphries,"With her victory in 2014, she became the first female bobsledder to defend her Olympic title",9,0.9441696405410767,8.359847068786621
Q999,who does chris humphries play for,Nick_Drake,"His reluctance to perform live, or be interviewed, contributed to his lack of commercial success",91,0.9452146887779236,8.391595840454102
Q999,who does chris humphries play for,Barry_Humphries,"Originally conceived as a dowdy Moonee Ponds housewife who caricatured Australian suburban complacency and insularity, Dame Edna Everage has evolved over four decades to become a satire of stardom – a gaudily dressed, acid-tongued, egomaniacal, internationally fêted Housewife Gigastar",5,0.9434470534324646,8.406172752380371
Q999,who does chris humphries play for,Kaillie_Humphries,"In 2019, she switched to representing the United States because of abuse and harassment that she claims she faced from the Canadian bobsled federation",13,0.9448225498199463,8.430179595947266
Q999,who does chris humphries play for,Kim_Kardashian,She has also become more politically active by lobbying president Donald Trump for prison reform and lobbying for Alice Marie Johnson to be granted clemency,29,0.9448412656784058,8.443070411682129
Q999,who does chris humphries play for,Kaillie_Humphries,"Representing Canada, Humphries is a two-time Olympic champion in the two-woman (2010, 2014), and is the 2018 Olympic bronze medalist with brakeman Phylicia George",8,0.9412649273872375,8.56403636932373
Q999,who does chris humphries play for,Barry_Humphries,"John Barry Humphries AO CBE (born 17 February 1934) is an Australian comedian, actor, satirist, artist, and author",0,0.9404454231262207,8.565171241760254
Q999,who does chris humphries play for,Kim_Kardashian,Her relationship with rapper Kanye West has also received significant media coverage; the couple married in 2014 and have four children together,26,0.94075608253479,8.613862037658691
Q999,who does chris humphries play for,Kim_Kardashian,"She was reported to be the highest-paid reality television personality of 2015, with her estimated total earnings exceeding US$53 million",33,0.9406254887580872,8.651575088500977
Q999,who does chris humphries play for,Nick_Drake,. Nicholas Rodney Drake (19 June 1948 – 25 November 1974) was an English singer-songwriter and musician known for his acoustic guitar-based songs,86,0.9405951499938965,8.673048973083496
Q999,who does chris humphries play for,Kim_Kardashian,"She has released a variety of products tied to her name, including the 2014 mobile game Kim Kardashian: Hollywood, a variety of clothing and products, the 2015 photo book Selfish and her eponymous personal app",25,0.9391010403633118,8.693838119506836
Q999,who does chris humphries play for,Tom_Waits,"Inspired by the work of Bob Dylan and the Beat Generation, he began singing on the San Diego folk music circuit as a teenager",38,0.9394687414169312,8.697854042053223
Q999,who does chris humphries play for,Nick_Drake,"He released his debut album, Five Leaves Left, in 1969.  By 1972, he had recorded two more albums—Bryter Layter and Pink Moon",89,0.9413524866104126,8.699501037597656
Q999,who does chris humphries play for,Kaillie_Humphries,"In 2014, Humphries and Elana Meyers became the first women to pilot a mixed-gender team in the first international four-man bobsleigh competition to allow women to compete with/against men",14,0.9393351674079895,8.76093578338623
Q999,who does chris humphries play for,Kim_Kardashian,"As an actress, Kardashian has appeared in films such as Disaster Movie (2008), Deep in the Valley (2009) and Temptation: Confessions of a Marriage Counselor (2013)",27,0.9363183379173279,8.824522972106934
Q999,who does chris humphries play for,Tom_Waits,"Having returned to California in the 1990s, his albums Bone Machine (1992), The Black Rider (1993), and Mule Variations (1999) earned him increasing critical acclaim and multiple Grammy Awards",48,0.9367709755897522,8.836856842041016
Q999,who does chris humphries play for,Nick_Drake,"Drake suffered from depression, particularly during the latter part of his life, a fact often reflected in his lyrics",93,0.9380553960800171,8.846467018127441
Q999,who does chris humphries play for,Nick_Drake,Whether his death was an accident or suicide has never been resolved,96,0.9356904029846191,8.913095474243164
Q999,who does chris humphries play for,Tom_Waits,"In 1980, Waits married Kathleen Brennan, split from his manager and record label, and moved to New York City",43,0.9412327408790588,8.93482494354248
Q999,who does chris humphries play for,Kim_Kardashian,"In recent years, Kardashian has focused on her own businesses by founding KKW Beauty and KKW fragrance in 2017.  In 2019 she launched Skims which was previously called Kimono but the name was changed due to immediate backlash",28,0.9354943633079529,8.959490776062012
Q999,who does chris humphries play for,Kim_Kardashian,Both critics and admirers have described her as exemplifying the notion of being famous for being famous,32,0.9347272515296936,8.99874496459961
Q999,who does chris humphries play for,Super_Bowl_XXIX,"This game is regarded as 49ers quarterback Steve Young's final leap out of the shadow of his predecessor, Joe Montana, who had won four Super Bowls with the 49ers (in 1981, 1984, 1988, and 1989), two with Young as the backup quarterback",59,0.9357895851135254,9.020370483398438
Q999,who does chris humphries play for,Nick_Drake,"His first biography appeared in 1997, followed in 1998 by the documentary film A Stranger Among Us",101,0.9357991814613342,9.023798942565918
Q999,who does chris humphries play for,Nick_Drake,"M.  In 1985, The Dream Academy reached the UK and US charts with Life in a Northern Town, a song written for and dedicated to Drake",99,0.9363658428192139,9.030716896057129
Q999,who does chris humphries play for,Nick_Drake,"By the early 1990s, he had come to represent a certain type of doomed romantic musician in the UK music press and was frequently cited as an influence by artists including Kate Bush, Paul Weller, Beck and The Black Crowes",100,0.9362539649009705,9.044910430908203
Q999,who does chris humphries play for,Tom_Waits,"He repeatedly toured the United States, Europe, and Japan, and attracted greater critical recognition and commercial success with Small Change (1976), Blue Valentine (1978), and Heartattack and Vine (1980)",41,0.9361218810081482,9.067681312561035
Q999,who does chris humphries play for,Nick_Drake,"On completion of his third album, 1972's Pink Moon, he withdrew from both live performance and recording, retreating to his parents' home in rural Warwickshire",94,0.9348059892654419,9.082921981811523
Q999,who does chris humphries play for,Super_Bowl_XXIX,"The Chargers were able to cut the deficit late in the first quarter, 14–7, on a 13-play, 78-yard drive, but could not slow down San Francisco afterwards",65,0.934136688709259,9.109518051147461
Q999,who does chris humphries play for,Super_Bowl_XXIX,"Still, the 49ers controlled most of the game, with Young completing touchdown passes in each of the 49ers' first two drives",64,0.9330001473426819,9.128703117370605
Q999,who does chris humphries play for,Nick_Drake,"Drake's music remained available through the mid-1970s, but the 1979 release of the retrospective album Fruit Tree allowed his back catalogue to be reassessed",97,0.932644784450531,9.153489112854004
Q999,who does chris humphries play for,Kim_Kardashian,Its success soon led to the creation of spin-offs including Kourtney and Kim Take New York (2011–2012) and Kourtney and Kim Take Miami (2009–2013),23,0.9337832927703857,9.158896446228027
Q999,who does chris humphries play for,Kim_Kardashian,Time magazine included Kardashian on their list of 2015's 100 most influential people,31,0.9331710338592529,9.166114807128906
Q999,who does chris humphries play for,Tom_Waits,"He continued appearing in films, notably starring in Jim Jarmusch's Down by Law (1986), and also made theatrical appearances",46,0.9353237152099609,9.169262886047363
Q999,who does chris humphries play for,Nick_Drake,There is no known footage of the adult Drake; he was only ever captured in still photographs and in home footage from his childhood,92,0.933908998966217,9.193496704101562
Q999,who does chris humphries play for,Nick_Drake,He failed to find a wide audience during his lifetime but his work has gradually achieved wider notice and recognition,87,0.9328873157501221,9.206724166870117
Q999,who does chris humphries play for,Super_Bowl_XXIX,"With Young at the helm, and a defense consisting of several veteran free agents who joined the team during the previous offseason, San Francisco finished the regular season with a league-best 13–3 record, and led the league in total points scored (505)",60,0.9309068918228149,9.211258888244629
Q999,who does chris humphries play for,Super_Bowl_XXIX,"The Chargers, on the other hand, were regarded as a Cinderella team, and advanced to their first Super Bowl after posting an 11–5 regular-season record and overcoming halftime deficits in both of their playoff wins",61,0.9323234558105469,9.229527473449707
Q999,who does chris humphries play for,Tom_Waits,"He worked primarily in jazz during the 1970s, but his music since the 1980s has reflected greater influence from blues, rock, vaudeville, and experimental genres",36,0.9359561800956726,9.280904769897461
Q999,who does chris humphries play for,Nick_Drake,"On 25 November 1974, Drake died from an overdose of amitriptyline, a prescribed antidepressant; he was 26 years old",95,0.9281867742538452,9.360051155090332
Q999,who does chris humphries play for,Kaillie_Humphries,"As of the end of the 2013–14 World Cup season, Humphries has won 28 Fédération Internationale de Bobsleigh et de Tobogganing (FIBT) World Cup medals, 7 FIBT World Championships medals, and 3 Olympic Games medals",15,0.9280514717102051,9.363950729370117
Q999,who does chris humphries play for,Nick_Drake,Drake signed to Island Records when he was 20 years old and a student at the University of Cambridge,88,0.929684579372406,9.366691589355469
Q999,who does chris humphries play for,Super_Bowl_XXIX,"Young was named the Super Bowl MVP, throwing a Super Bowl-record six touchdown passes, and completing 24 out of 36 passes for 325 yards",66,0.9280602931976318,9.428189277648926
Q999,who does chris humphries play for,Tom_Waits,"In 2011, he was inducted into the Rock and Roll Hall of Fame",51,0.93272465467453,9.454429626464844
Q999,who does chris humphries play for,Tom_Waits,"His lyrics often focus on the underbelly of society and are delivered in his trademark deep, gravelly voice",35,0.9298244118690491,9.460501670837402
Q999,who does chris humphries play for,Tom_Waits,"With Brennan's encouragement and frequent collaboration, he pursued a more experimental and eclectic musical aesthetic influenced by the work of Harry Partch and Captain Beefheart",44,0.9277923107147217,9.467357635498047
Q999,who does chris humphries play for,Tom_Waits,"He relocated to Los Angeles in 1972, where he worked as a songwriter before signing a recording contract with Asylum Records",39,0.9308719635009766,9.474261283874512
Q999,who does chris humphries play for,Tom_Waits,"Waits was born and raised in a middle-class family in Pomona, California",37,0.9291564226150513,9.4966402053833
Q999,who does chris humphries play for,Super_Bowl_XXIX,"The game was played on January 29, 1995 at Joe Robbie Stadium in Miami, Florida (now part of the suburb of Miami Gardens, which became a separate city in 2003)",58,0.9265942573547363,9.534122467041016
Q999,who does chris humphries play for,Tom_Waits,Several biographies have also been written about him,54,0.9289361238479614,9.542657852172852
Q999,who does chris humphries play for,Super_Bowl_XXIX,"The 49ers defeated the Chargers by the score of 49–26, becoming the first team to win five Super Bowl championships",57,0.9250379204750061,9.58781623840332
Q999,who does chris humphries play for,Tom_Waits,". Thomas Alan Waits (born December 7, 1949) is an American singer, songwriter, musician, composer, and actor",34,0.9262984991073608,9.594462394714355
Q999,who does chris humphries play for,Nick_Drake,"By the mid-1980s, Drake was being credited as an influence by such artists as Robert Smith of The Cure and Peter Buck of R. E",98,0.9262880086898804,9.60084056854248
Q999,who does chris humphries play for,Tom_Waits,"His first albums were the jazz-oriented Closing Time (1973) and The Heart of Saturday Night (1974), which reflected his lyrical interest in nightlife, poverty, and criminality",40,0.9295686483383179,9.63755989074707
Q999,who does chris humphries play for,Broadchurch_(series_3),The return features series stars David Tennant and Olivia Colman and many other actors from the first two series,20,0.9286026954650879,9.675060272216797
Q999,who does chris humphries play for,Kim_Kardashian,"Kardashian first gained media attention as a friend and stylist of Paris Hilton but received wider notice after a 2002 sex tape, Kim Kardashian, Superstar, with her then-boyfriend Ray J was released in 2007.  Later that year, she and her family began to appear in the E! reality television series Keeping Up with the Kardashians (2007–present)",22,0.9223552942276001,9.712836265563965
Q999,who does chris humphries play for,Kaillie_Humphries,". Kaillie Humphries (born Kaillie Simundson September 4, 1985) is a Canadian-born bobsledder who currently represents the United States",7,0.9221742153167725,9.73110580444336
Q999,who does chris humphries play for,Kim_Kardashian,Kardashian is also planning to become a lawyer by doing a four-year law apprenticeship that is supervised by the law firm #cut50 at which Van Jones is a partner,30,0.922113835811615,9.758426666259766
Q999,who does chris humphries play for,Tom_Waits,"This was reflected in a series of albums released by Island Records, including Swordfishtrombones (1983), Rain Dogs (1985), and Franks Wild Years (1987)",45,0.9256117343902588,9.77652359008789
Q999,who does chris humphries play for,Nick_Drake,"Neither sold more than 5,000 copies on initial release",90,0.9209334254264832,9.81385326385498
Q999,who does chris humphries play for,PlayStation_4,"By October 2019, PS4 became the second best-selling home game console of all time, behind PlayStation 2.  On September 7, 2016, Sony unveiled the PlayStation 4 Slim, a smaller version of the console; and a high-end version called the PlayStation 4 Pro, which features an upgraded GPU and a higher CPU clock rate to support enhanced performance and 4K resolution in supported games",85,0.9260499477386475,9.822258949279785
Q999,who does chris humphries play for,Grace_&_Favour,. Grace & Favour (American title: Are You Being Served? Again!) is a British sitcom and a spin-off of Are You Being Served? that aired on BBC1 for two series from 1992 to 1993 and marked the return of Are You Being Served? creators and writers Jeremy Lloyd and David Croft,55,0.9210429191589355,9.859820365905762
Q999,who does chris humphries play for,Super_Bowl_XXIX,"Despite the predicted blowout (18½ points is the largest margin a team has been favored by in a Super Bowl), the fact that San Diego did not have as much national appeal nor a relatively large core fan base, and two teams from California playing, which could have significantly diminished interest along the East Coast, the telecast of the game on ABC still had a Nielsen rating of 41. 3",67,0.9214583039283752,9.861721992492676
Q999,who does chris humphries play for,Super_Bowl_XXIX,This was the first Super Bowl of the 1990's to not feature the Buffalo Bills,68,0.9205251336097717,9.866268157958984
Q999,who does chris humphries play for,Super_Bowl_XXIX,This was the first Super Bowl in which both teams scored in all four quarters,62,0.9205251336097717,9.866268157958984
Q999,who does chris humphries play for,Broadchurch_(series_3),. This third and final series of the British crime drama Broadchurch began airing on the ITV broadcast network in the United Kingdom on 27 February 2017 and is set three years after the events of series two,18,0.9247158169746399,9.922677040100098
Q999,who does chris humphries play for,Kim_Kardashian,"Kardashian has developed an online and social media presence, including hundreds of millions of followers on Twitter and Instagram",24,0.9185158610343933,9.960864067077637
Q999,who does chris humphries play for,PlayStation_4,"Moving away from the more complex Cell microarchitecture of its predecessor, the console features an AMD Accelerated Processing Unit (APU) built upon the x86-64 architecture, which can theoretically peak at 1. 84 teraflops; AMD stated that it was the most powerful APU it had developed to date",78,0.9223851561546326,9.966578483581543
Q999,who does chris humphries play for,Tom_Waits,55 on Rolling Stone's 100 Greatest Songwriters of All Time,53,0.9187067151069641,10.00028133392334
Q999,who does chris humphries play for,Tom_Waits,"In 2015, he was ranked at No",52,0.9211204051971436,10.042174339294434
Q999,who does chris humphries play for,Kim_Kardashian,". Kimberly Noel Kardashian West (née Kardashian; born October 21, 1980) is an American media personality, socialite, model, businesswoman, and actress",21,0.9164257049560547,10.07007884979248
Q999,who does chris humphries play for,Tom_Waits,"In the late 1990s, he switched to the record label ANTI-, which released Blood Money (2002), Alice (2002), Real Gone (2004), and Bad as Me (2011)",49,0.9200299978256226,10.079914093017578
Q999,who does chris humphries play for,PlayStation_4,"The PlayStation 4 places an increased emphasis on social interaction and integration with other devices and services, including the ability to play games off-console on PlayStation Vita and other supported devices (Remote Play), the ability to stream gameplay online or to friends, with them controlling gameplay remotely (Share Play)",79,0.9158501625061035,10.235021591186523
Q999,who does chris humphries play for,Tom_Waits,"Despite a lack of mainstream commercial success, Waits has influenced many musicians and gained an international cult following",50,0.9153945446014404,10.270203590393066
Q999,who does chris humphries play for,PlayStation_4,Heightened demand also helped Sony top global console sales,84,0.920515239238739,10.317483901977539
Q999,who does chris humphries play for,PlayStation_4,The console also supports HDR10 High-dynamic-range video and playback of 4K resolution multimedia,81,0.9170218706130981,10.376455307006836
Q999,who does chris humphries play for,PlayStation_4,. The PlayStation 4 (officially abbreviated as PS4) is an eighth-generation home video game console developed by Sony Computer Entertainment,75,0.9106429815292358,10.53689193725586
Q999,who does chris humphries play for,PlayStation_4,It competes with Microsoft's Xbox One and Nintendo's Wii U and Switch,77,0.9099329710006714,10.548550605773926
Q999,who does chris humphries play for,Broadchurch_(series_3),"The eight-episode series follows the rape of a local woman in the fictional, close-knit coastal town of Broadchurch in Dorset, England",19,0.9096453785896301,10.576071739196777
Q999,who does chris humphries play for,PlayStation_4,"The PlayStation 4 was released to critical acclaim, with critics praising Sony for acknowledging its consumers' needs, embracing independent game development, and for not imposing the restrictive digital rights management schemes like those originally announced by Microsoft for the Xbox One",82,0.9085670113563538,10.619671821594238
Q999,who does chris humphries play for,PlayStation_4,"Announced as the successor to the PlayStation 3 in February 2013, it was launched on November 15 in North America, November 29 in Europe, South America and Australia, and on February 22, 2014 in Japan",76,0.9032247066497803,10.90540885925293
Q999,who does chris humphries play for,PlayStation_4,"Critics and third-party studios, before its launch, also praised the capabilities of the PlayStation 4 in comparison to its competitors; developers described the performance difference between the console and Xbox One as significant and obvious",83,0.9056612253189087,10.991448402404785
Q999,who does chris humphries play for,Super_Bowl_XXIX,The combined aggregate score of 75 points and the ten total touchdowns both remain Super Bowl records,63,0.8990562558174133,11.00688362121582
Q999,who does chris humphries play for,PlayStation_4,"The console's controller was also redesigned and improved over the PlayStation 3, with improved buttons and analog sticks, and an integrated touchpad among other changes",80,0.8995938897132874,11.21994400024414
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),"Auditions for the show began in January 2008, with the show airing on BBC One throughout March, April and May 2008.  In the final, on 31 May, Jodie Prenger was announced as the winner of the series",74,0.8837190866470337,11.758954048156738
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),. I'd Do Anything is a 2008 talent show-themed television series produced by the BBC in the United Kingdom and broadcast on BBC One,69,0.8837190866470337,11.758954048156738
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),"In January 2008, John Barrowman confirmed he would be taking part in the show",72,0.8837190866470337,11.758954048156738
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),The BBC also confirmed in late February 2008 that Barry Humphries would join Barrowman and Denise Van Outen (who was previously the presenter of the US Broadway reality show Grease: You're the One that I Want!) on the judging panel of the show,73,0.8837190866470337,11.758954048156738
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),"The show, named after the Oliver! song I'd Do Anything, was hosted by Graham Norton with Andrew Lloyd Webber again overseeing the programme, together with theatrical producer Cameron Mackintosh",71,0.8837190866470337,11.758954048156738
Q999,who does chris humphries play for,I'd_Do_Anything_(2008_TV_series),"It premièred on 15 March 2008.  The show searched for a new, unknown lead to play Nancy and three young performers who will take it in turns to play Oliver in a West End revival of the British musical Oliver!",70,0.8837190866470337,11.758954048156738
Q999,who does chris humphries play for,Super_Bowl_XXIX,. Super Bowl XXIX was an American football game between the American Football Conference (AFC) champion San Diego Chargers and the National Football Conference (NFC) champion San Francisco 49ers to decide the National Football League (NFL) champion for the 1994 season,56,0.87945556640625,11.988106727600098
Q1014,who killed julius caesar,Julius_Caesar,"Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army",28,0.9693232774734497,5.916753768920898
Q1014,who killed julius caesar,Julius_Caesar,Later biographies of Caesar by Suetonius and Plutarch are also important sources,41,0.9666123986244202,6.185302734375
Q1014,who killed julius caesar,Julius_Caesar,"His cognomen was subsequently adopted as a synonym for Emperor; the title Caesar was used throughout the Roman Empire, giving rise to modern cognates such as Kaiser and Tsar",43,0.956829845905304,6.807401657104492
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,The senators stabbed Caesar 23 times,6,0.9541066884994507,6.807650089263916
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,"The senators claimed to be performing the act over fears that Caesar's unprecedented concentration of power during his dictatorship was undermining the Roman Republic, and presented the deed as an act of tyrannicide",7,0.9541066884994507,6.807650089263916
Q1014,who killed julius caesar,Julius_Caesar,"Octavian set about solidifying his power, and the era of the Roman Empire began",38,0.9604049921035767,6.851078033447266
Q1014,who killed julius caesar,Julius_Caesar,He gave citizenship to many residents of far regions of the Roman Republic,31,0.9623111486434937,6.877455234527588
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,The ramifications of the assassination led to the Liberators' civil war and ultimately to the Principate period of the Roman Empire,10,0.9536617398262024,6.924863338470459
Q1014,who killed julius caesar,Julius_Caesar,He centralized the bureaucracy of the Republic and was eventually proclaimed dictator for life (Latin: dictator perpetuo),33,0.9591476321220398,6.982376575469971
Q1014,who killed julius caesar,Julius_Caesar,He initiated land reform and support for veterans,32,0.9602478742599487,7.004217147827148
Q1014,who killed julius caesar,Julius_Caesar,Caesar was an accomplished author and historian as well as a statesman; much of his life is known from his own accounts of his military campaigns,39,0.9544047713279724,7.241799354553223
Q1014,who killed julius caesar,Julii_Caesares,"Having been granted dictatorial power by the Roman Senate and instituting a number of political and social reforms, he was assassinated in 44 BC.  After overcoming several rivals, Caesar's adopted son and heir, Gaius Julius Caesar Octavianus, was proclaimed Augustus by the senate, inaugurating what became the Julio-Claudian line of Roman emperors",19,0.9500057697296143,7.279419422149658
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,"Despite the death of Caesar, the conspirators were unable to restore the institutions of the Republic",9,0.9491254091262817,7.300911903381348
Q1014,who killed julius caesar,Augustus,"His maternal great-uncle Julius Caesar was assassinated in 44 BC, and Octavius was named in Caesar's will as his adopted son and heir, taking the name Octavian (Latin: Gaius Julius Caesar Octavianus)",84,0.9476985931396484,7.312782287597656
Q1014,who killed julius caesar,Julius_Caesar,Other contemporary sources include the letters and speeches of Cicero and the historical writings of Sallust,40,0.9547280669212341,7.405769348144531
Q1014,who killed julius caesar,Julii_Caesares,"His son, Sextus Julius Caesar, obtained the consulship in 157 BC; but the most famous descendant of this stirps is Gaius Julius Caesar, a general who conquered Gaul and became the undisputed master of Rome following the Civil War",18,0.9485544562339783,7.421390533447266
Q1014,who killed julius caesar,Julius_Caesar,"His populist and authoritarian reforms angered the elites, who began to conspire against him",34,0.9514826536178589,7.4480719566345215
Q1014,who killed julius caesar,Julius_Caesar,"Caesar's adopted heir Octavian, later known as Augustus, rose to sole power after defeating his opponents in the civil war",37,0.9512954354286194,7.468682289123535
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,"At least 60 senators were party to the conspiracy, led by Marcus Brutus, Gaius Cassius and Decimus Brutus",8,0.9436214566230774,7.4756178855896
Q1014,who killed julius caesar,Julius_Caesar,"Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC.  During this time he both invaded Britain and built a bridge across the Rhine river, greatly extending Roman territory",26,0.9528972506523132,7.513679027557373
Q1014,who killed julius caesar,Julius_Caesar,"Their attempts to amass power as Populares were opposed by the Optimates within the Roman Senate, among them Cato the Younger with the frequent support of Cicero",25,0.9510961174964905,7.580273628234863
Q1014,who killed julius caesar,Julius_Caesar,A new series of civil wars broke out and the constitutional government of the Republic was never fully restored,36,0.9505230784416199,7.582006931304932
Q1014,who killed julius caesar,Augustus,He was the first ruler of the Julio-Claudian dynasty,79,0.9521366357803345,7.624049663543701
Q1014,who killed julius caesar,Julius_Caesar,"On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death",35,0.9491468071937561,7.703283786773682
Q1014,who killed julius caesar,Publius_Servilius_Casca,"He and several other senators conspired to kill him, a plan which they carried out on 15 March, 44 BC.  Afterwards, Casca fought with the liberators during the Liberators' civil war",72,0.9414085745811462,7.874854564666748
Q1014,who killed julius caesar,Publius_Servilius_Casca,He is believed to have died by suicide after their defeat at the Battle of Philippi in 42 BC.,73,0.9406802654266357,7.879000186920166
Q1014,who killed julius caesar,Julius_Caesar,Caesar is considered by many historians to be one of the greatest military commanders in history,42,0.9511637687683105,7.885927677154541
Q1014,who killed julius caesar,Julia_gens,"The nomen Julius became very common in imperial times, as the descendants of persons enrolled as citizens under the early emperors began to make their mark in history",77,0.9424453973770142,7.932005405426025
Q1014,who killed julius caesar,Julius_Caesar,"This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence",29,0.9408401250839233,8.03807258605957
Q1014,who killed julius caesar,Augustus,"Lepidus was driven into exile and stripped of his position, and Antony committed suicide following his defeat at the Battle of Actium by Octavian in 31 BC.  After the demise of the Second Triumvirate, Augustus restored the outward façade of the free Republic, with governmental power vested in the Roman Senate, the executive magistrates, and the legislative assemblies",88,0.9427638053894043,8.097253799438477
Q1014,who killed julius caesar,Julius_Caesar,sar]; 12 July 100 BC – 15 March 44 BC) was a Roman general and statesman who played a critical role in the events that led to the demise of the Roman Republic and the rise of the Roman Empire,23,0.9427123069763184,8.116731643676758
Q1014,who killed julius caesar,Julius_Caesar,". Gaius Julius Caesar ( SEE-zər, Latin: [ˈɡaːi",20,0.936546802520752,8.175420761108398
Q1014,who killed julius caesar,Julii_Caesares,"The family first appears in history during the Second Punic War, when Sextus Julius Caesar was praetor in Sicily",17,0.9396570324897766,8.197042465209961
Q1014,who killed julius caesar,Julius_Caesar,"After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar",30,0.9430985450744629,8.246856689453125
Q1014,who killed julius caesar,Julius_Caesar_(play),"Although the play is named Julius Caesar, Brutus speaks more than four times as many lines as the title character; and the central psychological drama of the play focuses on Brutus' struggle between the conflicting demands of honour, patriotism, and friendship",4,0.9454932808876038,8.253011703491211
Q1014,who killed julius caesar,Julius_Caesar,"These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC.  With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome",27,0.9447926878929138,8.335640907287598
Q1014,who killed julius caesar,Assassination_of_Julius_Caesar,". Julius Caesar, the Roman dictator, was assassinated by a group of senators on the Ides of March (15 March) of 44 BC during a meeting of the Senate at the Theatre of Pompey in Rome",5,0.9286252856254578,8.343832015991211
Q1014,who killed julius caesar,Julius_Caesar,"He has frequently appeared in literary and artistic works, and his political philosophy, known as Caesarism, inspired politicians into the modern era",44,0.9426884651184082,8.388385772705078
Q1014,who killed julius caesar,Julius_Caesar_(miniseries),It was directed by Uli Edel and written by Peter Pruce and Craig Warner,12,0.9378445148468018,8.465765953063965
Q1014,who killed julius caesar,Julius_Caesar_(play),"Following Caesar's death, Rome is thrust into a period of civil war, and the republic the conspirators sought to preserve is lost forever",3,0.935393750667572,8.552303314208984
